NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT03203486,Response of NAFLD Patients to Mediterranean Diet,,Completed,No Results Available,NAFLD|Steatosis of Liver,Other: Mediterranean Diet,Regulation of hepatic steatosis|Adherence to MedDiet|Regulation of visfatin|Regulation of oxLDL|Association of single nucleotide polymorphisms to response to dietary treatment,Harokopio University|National and Kapodistrian University of Athens|Greek Secretariat for Research and Technology,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,44,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other,09-ΣΥΝ-12-890,Apr-14,Jul-14,Oct-14,29-Jun-17,null,29-Jun-17,,,https://ClinicalTrials.gov/show/NCT03203486
NCT03198572,Efficacy and Safety of Berberine in Non-alcoholic Steatohepatitis,EASYBEinNASH,Recruiting,No Results Available,Non-alcoholic Steatohepatitis,Behavioral: Lifestyle intervention|Drug: Placebo|Drug: Berberine,"Improvement in histologic features of nonalcoholic steatohepatitis by NAFLD activity score (NAS)|Improvement in the composites of NAFLD activity scores for steatosis, lobular inflammation, hepatocellular ballooning|Improvement in liver histological fibrosis staging|Resolution of NASH|Change in anthropometric measures|Change in blood biochemistry|Change in liver fat content|Change in serum cytokeratin 18 (CK-18) in U/L","Fudan University|Shanghai Jiao Tong University Affiliated Sixth People’s Hospital|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|The Affiliated Hospital of Hangzhou Normal University|Tianjin Third Central Hospital|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|Xinjiang Medical University",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 4,120,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2016ZSLC04,16-Aug-17,30-Dec-20,30-Jul-21,26-Jun-17,null,11-Mar-19,"Department of Endocrinology and Metabolism,Shanghai 6th People's Hospital, Shanghai, Shanghai, China|The Affiliated Hospital of Hangzhou Normal University, Hangzhou, China|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China|Tianjin Third Central Hospital, Tianjin, China|Xinjiang Medical University, Urumqi, China",,https://ClinicalTrials.gov/show/NCT03198572
NCT03186859,Effects of Dietary Intervention and Surgery on NAFLD (Non-Alcoholic Fatty Liver Disease),EDISON,Recruiting,No Results Available,"Non-Alcoholic Fatty Liver Disease|Non Alcoholic Fatty Liver|Bariatric Surgery Candidate|Obesity, Morbid",Procedure: Roux-en-Y Gastric Bypass (RYGB) surgery|Procedure: Sleeve Gastrectomy (SG) surgery,"Change in liver fat content|Hepatic fatty acid synthesis|Changes in relative contributions of pathways involved in lipid homeostasis|Changes in fasting and postprandial plasma lipid concentration|Changes in fasting and postprandial plasma glucose concentration|Change in the incorporation of 13C (from dietary fat) into CO2|Expression changes (gene/protein) in adipose tissue biopsies|Change in fat mass|Change in lean mass|Change in functional strength|changes in fasting and post-prandial peptides/proteins (e.g. PYY, GLP-1, insulin)|change in weight|change in body mass index (BMI)|change in status of metabolic diseases (e.g. diabetes) / metabolic disease risk scores|complications, re-operation, mortality|changes in subcutaneous, visceral and pancreatic fat",University of Oxford,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,32,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,219190,9-Jun-17,Aug-19,Aug-19,14-Jun-17,null,11-Oct-18,"University of Oxford, Oxford, United Kingdom",,https://ClinicalTrials.gov/show/NCT03186859
NCT03183193,Fatty Liver in Obesity: Long-lifestyle Follow-up (FLiO),FLiO,Recruiting,No Results Available,Non-Alcoholic Fatty Liver Disease|Obese|Overweight,Other: Control diet|Other: FLiO diet,Change from Baseline Weight at 6 months|Change from 6 month Weight at 12 months|Change from Baseline Weight at 12 months|Change from Baseline Body fat at 6 months|Change from 6 month Body fat at 12 months|Change from Baseline Body fat at 12 months|Change from Baseline Waist circumference at 6 months|Change from 6 month Waist circumference at 12 months|Change from Baseline Waist circumference at 12 months|Change from Baseline handgrip strength at 6 months|Change from 6 month handgrip strength at 12 months|Change from Baseline handgrip strength at 12 months|Change from Baseline Systolic blood pressure at 6 months|Change from 6 month Systolic blood pressure at 12 months|Change from Baseline Systolic blood pressure at 12 months|Change from Baseline Diastolic blood pressure at 6 months|Change from 6 month Diastolic blood pressure at 12 months|Change from Baseline Diastolic blood pressure at 12 months|Change from Baseline lipid metabolism at 6 months|Change from 6 month lipid metabolism at 12 months|Change from Baseline lipid metabolism at 12 months|Change from Baseline uric acid concentration at 6 months|Change from 6 month uric acid concentration at 12 months|Change from Baseline uric acid concentration at 12 months|Change from Baseline homocysteine concentration at 6 months|Change from 6 month homocysteine concentration at 12 months|Change from Baseline homocysteine concentration at 12 months|Change from Baseline glucose metabolism at 6 months|Change from 6 month glucose metabolism at 12 months|Change from Baseline glucose metabolism at 12 months|Change from Baseline insulin concentration at 6 months|Change from 6 month insulin concentration at 12 months|Change from Baseline insulin concentration at 12 months|Change from Baseline Hemoglobin A1c concentration at 6 months|Change from 6 month Hemoglobin A1c concentration at 12 months|Change from Baseline Hemoglobin A1c concentration at 12 months|Change from Baseline liver function at 6 months|Change from 6 month liver function at 12 months|Change from Baseline liver function at 12 months|Change from Baseline fibroblast growth factor 21 (FGF21) concentration at 6 months|Change from 6 month fibroblast growth factor 21 (FGF21) concentration at 12 months|Change from Baseline fibroblast growth factor 21 (FGF21) concentration at 12 months|Change from Baseline cytokeratin-18 (CK18) concentration at 6 months|Change from 6 month cytokeratin-18 (CK18) concentration at 12 months|Change from Baseline cytokeratin-18 (CK18) concentration at 12 months|Change from Baseline C-reactive protein (CRP) concentration at 6 months|Change from 6 month C-reactive protein (CRP) concentration at 12 months|Change from Baseline C-reactive protein (CRP) concentration at 12 months|Change from Baseline interleukin 6 (IL-6) concentration at 6 months|Change from 6 month interleukin 6 (IL-6) concentration at 12 months|Change from Baseline interleukin 6 (IL-6) concentration at 12 months|Change from Baseline tumor necrosis factor-α (TNFα) concentration at 6 months|Change from 6 month tumor necrosis factor-α (TNFα) concentration at 12 months|Change from Baseline tumor necrosis factor-α (TNFα) concentration at 12 months|Change from Baseline leptin concentration at 6 months|Change from 6 month leptin concentration at 12 months|Change from Baseline leptin concentration at 12 months|Change from Baseline adiponectin concentration at 6 months|Change from 6 month adiponectin concentration at 12 months|Change from Baseline adiponectin concentration at 12 months|Change from Baseline LDL-oxidized concentration at 6 months|Change from 6 month LDL-oxidized concentration at 12 months|Change from Baseline LDL-oxidized concentration at 12 months|Change from Baseline Malondialdehyde concentration at 6 months|Change from 6 month Malondialdehyde concentration at 12 months|Change from Baseline Malondialdehyde concentration at 12 months|Change from Baseline plasma antioxidant capacity at 6 months|Change from 6 month plasma antioxidant capacity at 12 months|Change from Baseline plasma antioxidant capacity at 12 months|Change from Baseline Hepatic echography at 6 months|Change from 6 month Hepatic echography at 12 months|Change from Baseline Hepatic echography at 12 months|Change from Baseline Hepatic elastography at 6 months|Change from 6 month Hepatic elastography at 12 months|Change from Baseline Hepatic elastography at 12 months|Change from Baseline Hepatic Magnetic Resonance Imaging at 6 months|Change from 6 month Hepatic Magnetic Resonance Imaging at 12 months|Change from Baseline Hepatic Magnetic Resonance Imaging at 12 months|Change from Baseline White blood cell count at 6 months|Change from 6 month White blood cell count at 12 months|Change from Baseline White blood cell count at 12 months|Change from Baseline blood rheological properties at 6 months|Change from 6 month blood rheological properties at 12 months|Change from Baseline blood rheological properties at 12 months|Change from Baseline Physical activity level at 6 months|Change from 6 months Physical activity level at 12 months|Change from Baseline Physical activity level at 12 months|Change from Baseline Minnesota Physical Activity test at 6 months|Change from 6 month Minnesota Physical Activity test at 12 months|Change from Baseline Minnesota Physical Activity test at 12 months|Change from Baseline number of steps at 6 months|Change from 6 month number of steps at 12 months|Change from Baseline number of steps at 12 months|Change from Baseline chair test at 6 months|Change from 6 month chair test at 12 months|Change from Baseline chair test at 12 months|Change from Baseline sleep quality at 6 months|Change from 6 month sleep quality at 12 months|Change from Baseline sleep quality at 12 months|Change from Baseline Depressive symptoms at 6 months|Change from 6 month Depressive symptoms at 12 months|Change from Baseline Depressive symptoms at 12 months|Change from Baseline Anxiety symptoms at 6 months|Change from 6 month Anxiety symptoms at 12 months|Change from Baseline Anxiety symptoms at 12 months|Single Nucleotide polymorphisms (SNPs)|Change from Baseline DNA methylation at 6 months|Change from 6 month DNA methylation at 12 months|Change from Baseline DNA methylation at 12 months|Change from Baseline microRNAs at 6 months|Change from 6 month microRNAs at 12 months|Change from Baseline microRNAs at 12 months|Change from Baseline Gut microbiota composition at 6 months|Change from 6 month Gut microbiota composition at 12 month|Change from Baseline Gut microbiota composition at 12 month|Change from Baseline metabolites composition of urine at 6 months|Change from 6 month metabolites composition of urine at 12 months|Change from Baseline metabolites composition of urine at 12 months|Change from Baseline metabolites composition of serum at 6 months|Change from 6 month metabolites composition of serum at 12 months|Change from Baseline metabolites composition of serum at 12 months|Change from Baseline dietary intake at 6 months|Change from 6 month dietary intake at 12 months|Change from Baseline dietary intake at 12 months|Assessment of dietary adherence at Baseline|Assessment of dietary adherence at 6 months|Assessment of dietary adherence at 12 months|Change from Baseline satiety index at 6 months|Change from 6 month satiety index at 12 months|Change from Baseline satiety index at 12 months|Change from Baseline life quality index at 6 months|Change from 6 month life quality index at 12 months|Change from Baseline life quality index at 12 months|Change from Baseline Ghrelin concentration at 6 months|Change from 6 month Ghrelin concentration at 12 months|Change from Baseline Ghrelin concentration at 12 months|Change from Baseline glucagon-like peptide-1 (GLP-1) concentration at 6 months|Change from 6 month glucagon-like peptide-1 (GLP-1) concentration at 12 months|Change from Baseline glucagon-like peptide-1 (GLP-1) concentration at 12 months|Change from Baseline Dopamine concentration at 6 months|Change from 6 month Dopamine concentration at 12 months|Change from Baseline Dopamine concentration at 12 months|Change from Baseline Dopac concentration at 6 months|Change from 6 month Dopac concentration at 12 months|Change from Baseline Dopac concentration at 12 months|Change from Baseline Serotonin (5-HT) concentration at 6 months|Change from 6 month Serotonin (5-HT) concentration at 12 months|Change from Baseline Serotonin (5-HT) concentration at 12 months|Change from Baseline Noradrenaline concentration at 6 months|Change from 6 month Noradrenaline concentration at 12 months|Change from Baseline Noradrenaline concentration at 12 months|Change from Baseline 5-hydroxyindoleacetic acetic (5-HIAAC) concentration at 6 months|Change from 6 month 5-hydroxyindoleacetic acetic (5-HIAAC) concentration at 12 months|Change from Baseline 5-hydroxyindoleacetic acetic (5-HIAAC) concentration at 12 months,"Clinica Universidad de Navarra, Universidad de Navarra|Complejo Hospitalario de Navarra",All,"30 Years to 80 Years   (Adult, Older Adult)",Not Applicable,120,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,FLiO,Jun-16,Dec-17,Dec-19,12-Jun-17,null,12-Jun-17,"Centre for Nutrition Research, University of Navarra, Pamplona, Navarra, Spain",,https://ClinicalTrials.gov/show/NCT03183193
NCT03184376,Histological Improvement of NASH With Prebiotic,,Completed,No Results Available,Non-Alcoholic Fatty Liver Disease,Dietary Supplement: Prebiotic oligofructose|Dietary Supplement: Placebo maltodextrin,Histological change|Body composition|Body weight|Glucose tolerance|Gut microbiota|Serum total cholesterol|Serum LDL cholesterol|Serum triglycerides|Serum HDL cholesterol|Serum IL-6|Serum TNF-alpha,University of Calgary,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,14,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,E-23936,28-Feb-12,16-Dec-15,30-May-16,12-Jun-17,null,12-Jun-17,,,https://ClinicalTrials.gov/show/NCT03184376
NCT03166735,Different Doses of BI 1467335 Compared to Placebo in Patients With Clinical Evidence of NASH,,"Active, not recruiting",No Results Available,Non-alcoholic Fatty Liver Disease,Drug: BI 1467335|Drug: Placebo,"Plasma amine oxidase copper-containing 3 (AOC3) activity relative to baseline in percent, 24 h post dose,|Percentage of subjects with adverse reactions|relative ALT change from baseline|relative AST change from baseline|relative AP change from baseline|relative Gamma-GT change from baseline|relative caspase cleaved cytokeratin 18 (M30) change from baseline|relative total cytokeratin 18 (M65) change from baseline",Boehringer Ingelheim,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,114,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",1386-0004|2016-000499-83,6-Jun-17,19-Jun-19,19-Jun-19,25-May-17,null,14-May-19,"Southern California Research Center, Coronado, California, United States|University of California San Diego, La Jolla, California, United States|eStudySite, La Mesa, California, United States|National Research Institute, Los Angeles, California, United States|National Research Institute, Los Angeles, California, United States|Quest Clinical Research, San Francisco, California, United States|Florida Research Institute, Lakewood Ranch, Florida, United States|Genoma Research Group, Inc, Miami, Florida, United States|Northwest Endo Diabetes Research, LLC, Arlington Heights, Illinois, United States|Rutgers Robert Wood Johnson Medical School, New Brunswick, New Jersey, United States|Northwell Health, Manhasset, New York, United States|The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Diabetes and Endocrinology Consultants, PC, Morehead City, North Carolina, United States|Dallas Diabetes and Endocrine Center, Dallas, Texas, United States|Pinnacle Clinical Research, Live Oak, Texas, United States|American Research Corporation at the Texas Liver Institute, San Antonio, Texas, United States|Virginia Commonwealth University, Richmond, Virginia, United States|Edegem - UNIV UZ Antwerpen, Edegem, Belgium|AZ Maria Middelares, Gent, Belgium|UZ Leuven, Leuven, Belgium|Centre Hospitalier Universitaire de Liège, Liège, Belgium|University of Calgary, Calgary, Alberta, Canada|Liver and Intestinal Research Centre, Vancouver, British Columbia, Canada|Toronto General Hospital, Toronto, Ontario, Canada|Toronto Liver Centre, Toronto, Ontario, Canada|Clinique Medecine Urbaine Quartier Latin, Montreal, Quebec, Canada|HOP Claude Huriez, Lille, France|HOP La Pitié Salpêtrière, Paris, France|Universitätsklinikum Aachen, AöR, Aachen, Germany|Universitätsklinikum Frankfurt, Frankfurt am Main, Germany|Universitätsklinikum Köln (AöR), Köln, Germany|Universitätsklinikum Leipzig, Leipzig, Germany|Universitätsmedizin der Johannes Gutenberg-Universität Mainz, Mainz, Germany|Universitätsklinikum Würzburg, Würzburg, Germany|St James's Hospital, Dublin, Ireland|Academisch Medisch Centrum (AMC), Amsterdam, Netherlands|Maastricht Universitair Medisch Centrum, Maastricht, Netherlands|Radboud Universitair Medisch Centrum, Nijmegen, Netherlands|Hospital Vall d'Hebron, Barcelona, Spain|Hospital Virgen de la Victoria, Malaga, Spain|Hospital Universitario Marqués de Valdecilla, Santander, Spain|Hospital Virgen del Rocío, Sevilla, Spain|Hospital General Universitario de Valencia, Valencia, Spain|Queen Elizabeth Hospital, Birmingham, United Kingdom|Aintree University Hospital, Liverpool, United Kingdom|Manchester Royal Infirmary, Manchester, United Kingdom|Royal Stoke University Hospital, Stoke on Trent, United Kingdom",,https://ClinicalTrials.gov/show/NCT03166735
NCT03163810,A Study to See if Low Level Laser Light Therapy (LLLT) Can Improve the Condition of Nonalcoholic Steatohepatitis (NASH),,Terminated,No Results Available,Nonalcoholic Steatohepatitis,Device: Erchonia Verju Laser|Device: Erchonia EVRL Laser,Percent (%) change from Baseline to Subject Study Endpoint evaluation in aminoalanine transaminase (ALT) level.,Erchonia Corporation,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,3,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,EC_NASH_PILOT,6-Feb-17,13-Dec-17,13-Dec-17,23-May-17,null,18-Dec-17,"Meridian Integrative Medicine, Scottsdale, Arizona, United States",,https://ClinicalTrials.gov/show/NCT03163810
NCT03156881,Global Osteopathic Treatment for Patients With NAFLD,,Unknown status,No Results Available,Non-Alcoholic Fatty Liver Disease,Other: Global Osteopathic Treatment,Global osteopathic treatment will improve liver function in patient's with non-alcoholic fatty liver disease.|Global osteopathic treatment will increase quality of life in patients with non-alcoholic fatty liver disease.|Global osteopathic treatment will increase readiness to change in patients with Non-Alcohoic Fatty Liver Disease using the URICA questionnaire.,Jenna Wilcox|Canadian College of Osteopathy,All,"Child, Adult, Older Adult",Not Applicable,48,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,CCOsteopathy,Jul-17,Nov-17,May-18,17-May-17,null,17-May-17,,,https://ClinicalTrials.gov/show/NCT03156881
NCT03151798,The Liver Health Study for Patients With NAFLD,,Recruiting,No Results Available,Nonalcoholic Fatty Liver|Nonalcoholic Steatohepatitis|Obesity,Behavioral: Phase II: Lifestyle treatment|Behavioral: Phase II: Control treatment|Other: Phase I: Observational studies,Liver mitochondrial gene expression|Liver mitochondrial fat oxidation|Histology to determine the amount of fibrosis in the liver,University of Missouri-Columbia,All,"22 Years to 65 Years   (Adult, Older Adult)",Not Applicable,90,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other,HS IRB #2008258,26-Apr-17,31-May-22,31-May-29,12-May-17,null,3-Aug-18,"University of Missouri, Columbia, Missouri, United States",,https://ClinicalTrials.gov/show/NCT03151798
NCT03143166,Pradaxa Tablet Proton Pump Inhibitor (PPI) Bioavailability (BA) Study in Japan,,Completed,Has Results,Non-alcoholic Fatty Liver Disease,Drug: Dabigatran Etexilate|Drug: Rabeprazol sodium,Area Under the Plasma Concentration-time Curve From 0 to Time of Last Quantifiable Time Point (tz) of Total Dabigatran (AUC0-tz).|Maximum Concentration of Total Dabigatran in Plasma (Cmax).|Area Under the Plasma Concentration-time Curve From 0 to Time of Last Quantifiable Time Point (tz) of Free Dabigatran (AUC0-tz).|Maximum Concentration of Free Dabigatran in Plasma (Cmax).|Area Under the Concentration-time Curve of Total Dabigatran in Plasma Over the Time Interval From 0 Extrapolated to Infinity (AUC0-∞).|Area Under the Concentration-time Curve of Free Dabigatran in Plasma Over the Time Interval From 0 Extrapolated to Infinity (AUC0-∞).,Boehringer Ingelheim,Male,20 Years to 40 Years   (Adult),Phase 1,36,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,1160-0270,22-May-17,27-Jul-17,2-Aug-17,8-May-17,16-Jan-19,16-Jan-19,"Souseikai Hakata Clinic, Fukuoka, Fukuoka, Japan","""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/66/NCT03143166/SAP_000.pdf|""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/66/NCT03143166/Prot_001.pdf",https://ClinicalTrials.gov/show/NCT03143166
NCT03135873,Mastiha Treatment for Obese With NAFLD Diagnosis,MAST4HEALTH,Recruiting,No Results Available,Non Alcoholic Fatty Liver Disease,Dietary Supplement: Mastiha|Dietary Supplement: Placebo,LIF score|NAFLD/NASH-related laboratory markers|Anthropometric characteristics|Genetic profile|Metabolomic profile|Metagenomic profile|Epigenetic profile,"Harokopio University|Fondazione C.N.R./Regione Toscana ""G. Monasterio"", Pisa, Italy",All,"18 Years to 67 Years   (Adult, Older Adult)",Early Phase 1,52,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",MAST4HEALTH (691042),8-Mar-17,Dec-18,Dec-19,1-May-17,null,2-Aug-18,"Harokopio University, Athens, Attica, Greece",,https://ClinicalTrials.gov/show/NCT03135873
NCT03118310,Treatment of NAFLD With Two Different Diets,TREND,Recruiting,No Results Available,NAFLD,Behavioral: 5:2 diet|Behavioral: LCHF|Behavioral: Placebo diet,Liver fat,Karolinska University Hospital,All,"Child, Adult, Older Adult",Phase 2,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,Dnr 2017/258-31,6-Apr-17,31-Dec-20,30-Jun-21,18-Apr-17,null,26-Feb-19,"Center for Digestive Diseases, Karolinska University Hospital, Stockholm, Sweden",,https://ClinicalTrials.gov/show/NCT03118310
NCT03082703,Impact of Text Messaging in the Management of Non-alcoholic Fatty Liver Disease,,Completed,No Results Available,NAFLD and NASH,Behavioral: Text Messaging,Change in weight,"Ashwani Singal,MD|University of Alabama at Birmingham",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Treatment,X150420005,24-Mar-16,1-Dec-16,1-Mar-17,17-Mar-17,null,17-Mar-17,,,https://ClinicalTrials.gov/show/NCT03082703
NCT03073343,"A Prospective, Randomized, Open Label Trial of Two Doses of Oral Betaine",,Recruiting,No Results Available,Non-Alcoholic Fatty Liver Disease|Non Insulin Dependent Diabetes|ALT,Dietary Supplement: Betaine (trimethyglycine),Change in alanine aminotransferase (ALT) level in all study participants|Compare changes in alanine aminotransferase (ALT) level in both cohorts,Southern California Institute for Research and Education,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,48,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Betaine 2,12-Nov-13,30-Jun-20,30-Jun-20,8-Mar-17,null,21-Sep-18,"VA Long Beach Healthcare System, Long Beach, California, United States",,https://ClinicalTrials.gov/show/NCT03073343
NCT03067428,Effects of Fructose Restriction on Liver Steatosis,FRUITLESS,Recruiting,No Results Available,Nonalcoholic Fatty Liver Disease|Glucose Metabolism Disorders|Endothelial Dysfunction,Dietary Supplement: Glucose|Dietary Supplement: Fructose,Change in intrahepatic triglyceride content|Change in arterial stiffness|Change in endothelial function|Change in glucose metabolism,Maastricht University Medical Center,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,44,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science",162034,31-Jan-17,1-Apr-19,1-Apr-19,1-Mar-17,null,15-Aug-18,"Maastricht University Medical Center, Maastricht, Limburg, Netherlands",,https://ClinicalTrials.gov/show/NCT03067428
NCT03068065,Antidiabetic Effects on Intrahepatic Fat,,Completed,No Results Available,Non-Alcoholic Fatty Liver Disease|Type2 Diabetes,Drug: Liraglutide|Drug: Metformin|Drug: Gliclazide,Intrahepatic fat|Liver function|Lipid|Plasma glucose in standard meal tolerance test|Plasma insulin in standard meal tolerance test|Glucose control|HbA1c|Body composition|Weight|WC,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,All,"17 Years to 80 Years   (Child, Adult, Older Adult)",Phase 4,87,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ChiCTR-TRC-14004660,May-14,Nov-14,Oct-15,1-Mar-17,null,1-Mar-17,"at Division of Endocrinology, the Affiliated Drum Tower Hospital of Nanjing University, Nanjing, Jiangsu, China",,https://ClinicalTrials.gov/show/NCT03068065
NCT03068078,A Reduced-carbohydrate Diet High in Monounsaturated Fats in Type 2 Diabetes,ReDuCtion,Recruiting,No Results Available,Type2 Diabetes|Nonalcoholic Steatohepatitis|Non-Alcoholic Fatty Liver Disease|Atherosclerosis|Dyslipidemias,Dietary Supplement: Low carbohydrate diet high in monounsaturated fats,"Glycemic control, dyslipidemia and metabolic markers|Endothelial function|Non-Alcoholic Fatty Liver Disease (NAFLD)|Quality of life|Gut dysbiosis",Odense University Hospital|Danish Diabetes Academy|Region of Southern Denmark|Odense Patient Data Explorative Network|Novo Nordisk A/S|University of Southern Denmark,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,135,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,S-20150217,Nov-16,Dec-19,Dec-20,1-Mar-17,null,13-Mar-19,"Odense University Hospital, Odense, Denmark",,https://ClinicalTrials.gov/show/NCT03068078
