NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT03699189,"ANAIS, a Spanish Version of the DAFNE Programme",ANAIS,Completed,No Results Available,"Diabetes Mellitus, Type 1",Behavioral: Immediate ANAIS,HbA1c|Lipids|Weight|Hypoglycemic events|Treatment satisfaction|Self-defined objectives|The quality of life,Rosa María Sánchez Hernández|Ana M. Wägner|Dácil Alvarado-Martel|Yaiza López-Plasencia|Armando Carrillo-Domínguez|Julia Rodríguez-Cordero|Francisco J Nóvoa-Mogollón|Angelines Jiménez-Rodríguez|Hospital Universitario Insular Gran Canaria,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,80,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,ANAIS,Nov-11,Feb-15,Feb-15,8-Oct-18,null,8-Oct-18,,,https://ClinicalTrials.gov/show/NCT03699189
NCT03680482,To Compare the Effects of Non-nutritive Sweeteners Intake in Subjects With T2DM,,Completed,No Results Available,"Diabetes Mellitus, Type 2",Other: Intervention ingest a 48 mg of sucralose|Other: Intervention ingest a 96 mg of stevia,glycemic response in blood|Insulin response in blood,University of Chile|Sociedad Chilena de Nutrición,All,30 Years to 55 Years   (Adult),Not Applicable,17,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Screening,SUE,11-Jan-16,8-Aug-16,31-Aug-17,21-Sep-18,null,28-Feb-19,,,https://ClinicalTrials.gov/show/NCT03680482
NCT03671161,Flash Glucose Measure System and Continuous Subcutaneous Insulin Infusion Therapy in Poorly Controlled Diabetes Type 1 Patients,FREESTYLE,Completed,No Results Available,"Glucose Metabolism Disorders (Including Diabetes Mellitus)|Diabetes Mellitus, Type 1",Device: Insulin Pump and flash glucose monitoring,Change in HbA1c ≥1%|Number of severe hypoglycemia episodes|Number of ketoacidosis episodes|Any positive change in DTSQ scale (ΔDTSQM6-DTSQM0>0) (Diabetes Treatment Satisfaction Questionnaire)|Any positive change in HFS scale (Hypoglycemia Fear Scale)|Number of Hypoglycemia episodes|Frequency of hypoglycemia episodes|Frequency of severe hypoglycemia episodes|Frequency of ketoacidosis episodes|Any changes in Weight,Groupe Hospitalier Pitie-Salpetriere,All,18 Years to 55 Years   (Adult),Not Applicable,19,Other,Interventional,Intervention Model: Single Group Assignment|Primary Purpose: Treatment,CIC1421-18-15,1-Jan-16,1-Jul-17,1-Jul-17,14-Sep-18,null,24-Sep-18,"Groupe Hospitalier Pitié-Salpêtrière, Paris, France",,https://ClinicalTrials.gov/show/NCT03671161
NCT03662334,A Study of Continuous Subcutaneous Insulin Infusion (CSII) Pump Function in Subjects With Type 1 Diabetes With Recombinant Human Hyaluronidase (rHuPH20),HALO-117-406,Completed,Has Results,Type 1 Diabetes Mellitus,Drug: Rapid Acting insulin with pre-treatment of rHuPH20|Device: Sham injection,"Part 1: Area Under the Curve (AUC) of Glucose Infusion Rate (GIR) From 0-6 Hours|Part 2: Time to Reduction in Plasma Glucose by 80 Milligrams Per Deciliter (mg/dL) Following CSII Bolus|Part 3: Time to Achieve Plasma Glucose >90 mg/dL After Release of Hypoglycemic CSII Clamp|Part 1: Time-action Profile, Assessed by GIR in Euglycemic Participants|Part 1: Mean Maximum Concentration (Cmax)|Part 1: Time to Achieve Maximum Concentration (Tmax)|Part 1: Early Time to 50% Maximum Serum Insulin Concentration (t50%) Max|Part 1: Time to 50% of Total AUC (AUC0-last)|Part 1: Fractional and Absolute AUC0-1hr|Part 1: Fractional and Absolute AUC2hr-end|Part 1: Area Under the Curve From Time Zero to the Last Measureable Concentration (AUC0-last)|Part 1: Mean Residence Time (MRT)|Part 2: Plasma Glucose Concentration Over Time|Part 2: Insulin Analog Serum Concentration as a Function of Time Following Bolus Insulin Infusion|Part 3: Plasma Glucose Concentration Over Time|Part 3: Insulin Analog Serum Concentration as a Function of Time Following Termination of Insulin Infusion",Halozyme Therapeutics,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,14,Industry,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",HALO-117-406,3-Oct-13,27-Feb-14,27-Feb-14,7-Sep-18,1-Feb-19,1-Feb-19,"Profil Institute for Clinical Research, Chula Vista, California, United States",,https://ClinicalTrials.gov/show/NCT03662334
NCT03659461,"Glucagon-like Peptide-1 Levels, Insulin Resistance and Insulin Sensitivity Index in Type 2 Diabetes Mellitus",GLP-1,Recruiting,No Results Available,Type 2 Diabetes Mellitus|PreDiabetes,Drug: Sitagliptin,change in blood glucose load response to sitagliptin|change in blood insulin response to sitagliptin,National University of Malaysia,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment",UKM-22,1-Oct-17,Jan-20,Jan-20,6-Sep-18,null,6-Sep-18,"Hospital Sultan Ismail, Johor Bahru, Johor, Malaysia",,https://ClinicalTrials.gov/show/NCT03659461
NCT03660293,Prediction and Prevention of Asymptomatic Cardiovascular Insult in Type 1 Diabetic Children: Comparative Effectiveness of Cardioprotective Drugs,,Recruiting,No Results Available,"Diabetes Mellitus, Type 1",Drug: Atorvastatin|Drug: Captopril|Drug: L-carnitine,"The cardiac changes induced by Simvastatin, captopril and L-Carnitine in type 1 diabetic children and adolescents.|The role of Troponin I levels as a cardiac marker for detection of asymptomatic cardiovascular insult in diabetic children.|The role of recent echocardiographic parameters for early detection of silent myocardial dysfunction|Identification of risk factors for developing diabetic cardiac insult.",Tanta University,All,"3 Years to 18 Years   (Child, Adult)",Not Applicable,150,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention",31499/04/17,1-Apr-17,Apr-19,Apr-19,6-Sep-18,null,6-Sep-18,"Faculty of Medicine- Tanta University, Tanta, Gharbia, Egypt",,https://ClinicalTrials.gov/show/NCT03660293
NCT03598738,The Effect of Esomeprazole on Type 2 Diabetes,,Completed,No Results Available,"Diabetes Mellitus, Type 2",Drug: Esomeprazole 40mg,HbA1c change,Baskent University Ankara Hospital,All,"47 Years to 72 Years   (Adult, Older Adult)",Not Applicable,32,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,KA12/242,1-Dec-15,1-Dec-17,1-Dec-17,25-Jul-18,null,26-Jul-18,,,https://ClinicalTrials.gov/show/NCT03598738
NCT03594240,Vitamin B Complex and Diabetic Nephropathy in Type 1 Diabetes,,Completed,No Results Available,Plasma Homocysteine|HbA1c Level,Drug: Vitamin B complex tablets (Neurorubine TM -Forte Lactab TM)|Dietary Supplement: Placebo,Change in plasma homocysteine|Change in HbA1c level,Ain Shams University,All,"12 Years to 18 Years   (Child, Adult)",Phase 3,80,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",Ain Shams Pediatrics 2082016,1-Mar-17,1-Mar-18,2-Apr-18,20-Jul-18,null,20-Jul-18,"Nancy Elbarbary, Cairo, Egypt",,https://ClinicalTrials.gov/show/NCT03594240
NCT03594565,"The Use of Topical Nasal Steroids for Skin Reactions to Continuous Glucose Monitoring System, Among Children and Youth With Type 1 Diabetes Mellitus: Case Series",,Completed,No Results Available,T1DM|Hypersensitivity,Drug: Fluticasone Propionate,Difference in skin irritation before and after regular application of nsFP according to the modified Draize scale.|Change in BMI SDS|Change in height SDS 6 months after nsFP use|Change in mean glucose 6 months after nsFP use|Change in glycated hemoglobin 6 months after nsFP use,Assaf-Harofeh Medical Center,All,"1 Year to 20 Years   (Child, Adult)",Early Phase 1,13,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,0277-16-ASF,Mar-16,Jun-17,Jun-18,20-Jul-18,null,20-Jul-18,,,https://ClinicalTrials.gov/show/NCT03594565
NCT03582878,Sirolimus vs Mycophenolate With Tacrolimus in Simultaneous Pancreas and Kidney Transplantation,,Recruiting,No Results Available,"Diabetes Mellitus, Type 1",Drug: Sirolimus Oral Product|Drug: Mycophenolate Mofetil,Pancreas graft survival|Recipient survival|Wound healing time|Kidney graft survival,Institute for Clinical and Experimental Medicine,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,240,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SiroMMFStudy 1,1-Jan-04,1-Jan-19,1-Jan-20,11-Jul-18,null,11-Jul-18,"Institute for Clinical and Experimental Medicine, Prague, Czechia",,https://ClinicalTrials.gov/show/NCT03582878
NCT03583268,Determining the Appropriate Intensity of Exercise to Prevent Post-exercise Hypoglycemia in Persons Living With T1D,,Completed,No Results Available,Type 1 Diabetes,Other: Exercise,Percent time spent </= 3.9 mmol/L as measured by continuous glucose monitor|Mean absolute glucose change (MAG-mmol/L/h) as measured by continuous glucose monitor|Continuous overall net glycemic action (CONGA-mmol/L) as measured by continuous glucose monitor,University of Manitoba|The Lawson Foundation,All,"15 Years to 35 Years   (Child, Adult)",Not Applicable,10,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Prevention,B2014:095,May-13,Mar-16,Mar-16,11-Jul-18,null,11-Jul-18,"Children's Hospital Research Institute of Manitoba, Winnipeg, Manitoba, Canada",,https://ClinicalTrials.gov/show/NCT03583268
NCT03554590,"DM1, Effects of Carbo-Counting on Glycemic Control",,Recruiting,No Results Available,Type 1 Diabetes Mellitus,Behavioral: carbohydrate counting|Behavioral: insulin therapy according to standard care,glycemic control|anthropometric parameters: BMI|anthropometric parameters: WAIST AND HIP CIRCUMFERENCE|anthropometric parameters: BIOIMPEDENTIOMETRIC PARAMETERS|dietary lifestyle|glucose variability: mean and standard deviation of self monitoring blood glucose (SMBG)|glucose variability: incidence of hypoglycaemia,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DM1cc,Dec-16,Dec-18,Jan-20,13-Jun-18,null,13-Jun-18,"Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",,https://ClinicalTrials.gov/show/NCT03554590
NCT03544684,Fasted Exercise in People With Type 1 Diabetes,,Completed,No Results Available,Type1diabetes,Behavioral: Effects of the type of exercise on blood glucose concentrations,24 hour glycaemic profile,Liverpool John Moores University,All,18 Years to 55 Years   (Adult),Not Applicable,14,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,T1D_PARTA,9-Mar-15,10-Oct-17,10-Oct-17,4-Jun-18,null,11-Jun-18,"Liverpool John Moores University, Liverpool, Merseyside, United Kingdom",,https://ClinicalTrials.gov/show/NCT03544684
NCT03545802,Home-HIT and Type 1 Diabetes,,Completed,No Results Available,Type1diabetes,Behavioral: Home-HIT,change in maximal aerobic capacity|adherence and compliance over the course of the training programme|change in insulin sensitivity|change in glycaemic control,Liverpool John Moores University,All,18 Years to 55 Years   (Adult),Not Applicable,11,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,Home-HIT_T1D,20-May-17,13-Feb-18,13-Feb-18,4-Jun-18,null,4-Jun-18,"Liverpool John Moores University, Liverpool, Merseyside, United Kingdom",,https://ClinicalTrials.gov/show/NCT03545802
NCT03545841,HIT in People With Type 1 Diabetes,,Completed,No Results Available,Type1diabetes,Other: HIT|Other: MICT,Maximal aerobic capacity|Vascular stiffness,Liverpool John Moores University,null,"Child, Adult, Older Adult",Not Applicable,14,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,T1D_PARTB,9-Mar-15,10-Oct-17,10-Oct-17,4-Jun-18,null,4-Jun-18,"Liverpool John Moores University, Liverpool, Merseyside, United Kingdom",,https://ClinicalTrials.gov/show/NCT03545841
NCT03534193,Effectiveness of Using Educational Modules Via Bedside Tablet in Newly Diagnosed Type 1 Diabetes,,Recruiting,No Results Available,Type 1 Diabetes Mellitus,Other: Molly Center Diabetes Care Guide (Paper-based)|Other: Tablet based interactive diabetes education modules,Effectiveness of tablet education in newly diagnosed type 1 diabetes|Improved subject compliance with glucose monitoring,Hackensack Meridian Health|Verizon Foundation,All,"up to 21 Years   (Child, Adult)",Not Applicable,50,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,PRO 2016-0713,17-Apr-17,Apr-20,Jun-20,23-May-18,null,23-May-18,"Joseph M. Sanzari Children's Hospital, Hackensack, New Jersey, United States",,https://ClinicalTrials.gov/show/NCT03534193
NCT03526289,GIP/GLP-1 Co-Activity in Subjects With Overweight and Type 2 Diabetes: Lowering of Food Intake,GASOLIN II,Completed,No Results Available,Type 2 Diabetes Mellitus|Overweight and Obesity,Biological: GIP1-42 infusion|Other: Saline,food intake|Appetite|satiety|prospective food consumption|fullness|Thirst|Nausea|Energy expenditure|gastric emptying|gallbladder emptying|glucagon responses|Insulin responses|C-peptide responses|gut hormone responses|bone turnover markers,"University Hospital, Gentofte, Copenhagen|Zealand Pharma",Male,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,22,Other|Industry,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science",H-16031728,8-Nov-17,24-Oct-18,24-Oct-18,16-May-18,null,5-Dec-18,"Center for diabetes research, Hellerup, Denmark",,https://ClinicalTrials.gov/show/NCT03526289
NCT03513874,Metformin Plus Insulin on Non-obese Autoimmune Diabetes,,Recruiting,No Results Available,Type 1 Diabetes Mellitus|Autoimmune Diabetes,Drug: Metformin|Drug: Insulin,Mean amplitude of glycemic excursions (MAGE)|Change in C-peptide|Change in HbA1c|Change in daily insulin dose|Change in body mass index (BMI)|Change in lipid profiles|Adverse effects,Second Xiangya Hospital of Central South University,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 4,15,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MET201801,1-Aug-17,31-Dec-18,1-Mar-19,2-May-18,null,16-Oct-18,"Institute of Metabolism and Endocrinology, Second Xiangya Hospital, Central South University, Changsha, Hunan, China",,https://ClinicalTrials.gov/show/NCT03513874
NCT03506711,Isometric Handgrip Exercise -MRI in Children and Adolescents,,Recruiting,No Results Available,Type 1 Diabetes Mellitus|Coronary Artery Disease,Diagnostic Test: Isometric Handgrip Exercise during magnetic resonance imaging,Change in coronary cross sectional area (mm2),University of Lausanne Hospitals,All,"8 Years to 18 Years   (Child, Adult)",Not Applicable,50,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,CER-VD 213/15,1-Feb-16,30-Dec-18,30-Dec-19,24-Apr-18,null,24-Apr-18,"Pediatric Endocrinology, Diabetology and Obesity Unit, Service of Pediatrics, Lausanne University Hospital, Lausanne, Vaud, Switzerland",,https://ClinicalTrials.gov/show/NCT03506711
NCT03484741,Mesenchymal Stem Cell Therapy for Type 1 Diabetes Mellitus Patients,,Recruiting,No Results Available,Type 1 Diabetes Mellitus,Biological: MSC and PRP,Fasting blood glucose|Hemoglobin A1c (HbA1c) level|Adverse events|Insulin dose|C-peptide|Blood insulin level,Van Hanh General Hospital|University of Science Ho Chi Minh City,All,18 Years to 45 Years   (Adult),Phase 1|Phase 2,15,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DIME 1001,1-Apr-17,Nov-18,Nov-18,2-Apr-18,null,4-Apr-18,"Van Hanh Geral Hospital, Ho Chi Minh City, Ho Chi Minh, Vietnam",,https://ClinicalTrials.gov/show/NCT03484741
NCT03481374,Cardiovascular Autonomic Neuropathy in Patients With Type 1 Diabetes Mellitus.,,Completed,No Results Available,"Diabetes Mellitus, Type 1",Diagnostic Test: autonomic function testing,VO2 max,Hasselt University|Jessa Hospital,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,79,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening,CVDIABMEL-1,1-Jul-16,31-Mar-17,31-Mar-17,29-Mar-18,null,17-Apr-18,"Jessa Ziekenhuis, Hasselt, Belgium",,https://ClinicalTrials.gov/show/NCT03481374
