NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT03682185,The Healthy Patterns Study,,Recruiting,No Results Available,Dementia|Alzheimer Disease|Circadian Rhythm Disorders|Circadian Rhythm Sleep Disorder|Insomnia|Hypersomnia|Cognitive Impairment|Cognitive Decline|Mild Cognitive Impairment|Frontotemporal Dementia|Neurocognitive Disorders|Vascular Dementia|Sleep Disorder|Memory Impairment,Behavioral: Attention-Control Condition|Behavioral: Timed Activity Intervention,CRS Symptoms from actigraphy|QOL-AD|Neuropsychiatric Inventory (NPI),University of Pennsylvania,All,"18 Years to 110 Years   (Adult, Older Adult)",Phase 3,200,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care,825000,1-May-16,31-May-21,31-May-21,24-Sep-18,null,24-Sep-18,"University of Pennsylvania, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT03682185
NCT03665909,A Proactive Health Monitoring Intervention for Dementia Caregivers,,"Active, not recruiting",No Results Available,Dementia|Alzheimer Disease,Other: Remote activity monitoring system,"Nursing home utilization at 18 months for the person with ADRD|Perceptions of change in caregiver self-efficacy|Perceptions of change in caregiver competence|Perceptions of change in caregiver burden|Perceptions of change in caregiver role captivity|Change in caregiver role overload|Change in frequency/perceptions caregiver depressive symptom severity|Perceived acceptability/utility of remote activity monitoring at 6-, 12-, and 18-months",University of Minnesota - Clinical and Translational Science Institute,All,"21 Years and older   (Adult, Older Adult)",Phase 3,170,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,R18HS022836,1-Apr-14,3-Mar-20,3-Mar-20,11-Sep-18,null,12-Sep-18,,,https://ClinicalTrials.gov/show/NCT03665909
NCT03656042,To Evaluate the Efficacy and Safety/Tolerability Profiles of G-CSF in Subjects With Mild to Moderate Alzheimer's Disease,,Completed,No Results Available,Alzheimer's Disease,Drug: Filgrastim (75mcg/0.3ml),"Alzheimer's Disease Assessment Scale, Cognitive subscale ─ Chinese version (ADAS-Cog-C)|Mini-mental State Examination (MMSE)|Clinical Dementia Rating Scale (CDR)|AD Cooperative Study - Clinical Global Impression of change (ADCS-CGIC )|Lawton and Brody Scale for Instrumental Activities of Daily Living (IADL)|Neuropsychiatric Inventory (NPI)|Ten-point clock test (TPCT)|CD34+ cell number for G-CSF treatment group|Trail making test (TMT)(Part A))|Change from baseline in whole brain volume determined by MRI",Chang Gung Memorial Hospital,All,"50 Years to 85 Years   (Adult, Older Adult)",Phase 2,21,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,96-0272A-ASAD-061202,Mar-09,Jul-14,Aug-14,3-Sep-18,null,3-Sep-18,"Chang Gung Memorial Hospital, Taoyuan, Taiwan R.o.c, Taiwan",,https://ClinicalTrials.gov/show/NCT03656042
NCT03656159,Evaluation of a New CBT for People With Alzheimer's Disease and Their Caregivers,,Recruiting,No Results Available,Alzheimer Disease,Behavioral: Cognitive-Behavioral group therapy|Behavioral: Non directive support Group,"Change in psychological distress assessed by Kessler Psychological Distress Scale (K10) (for patients with AD and caregivers)|Change in intensity of anxious symptoms assessed by Geriatric Anxiety Inventory (GAI) (for patients with AD only)|Change in severity of worries assessed by Abbreviated Penn State Worry Questionnaire (PSWQ-A) (for patients with AD and caregivers)|Change in intensity of depressive symptoms assessed by Geriatric Depression Scale (GDS-15) (for patients with AD only)|Change in severity of depression assessed by Patient Health Questionnaire (PHQ-9) (for patients with AD and caregivers)|Change in quality of sleep assessed by Insomnia Severity Index (ISI) (for patients with AD and caregivers)|Change in level of functioning assessed by Disability Assessment for Dementia (DAD) (for caregivers only)|Change in quality of life assessed by Quality of Life-Alzheimer's Disease (QOL-AD) (for patients with AD and caregivers)|Change in quality of life assessed by Short-Form Health Survey (SF-12) (for caregivers only)|Change in satisfaction with life assessed by Satisfaction with life 5-scale (SWLS) (for patients with AD only)|Change in pleasant activities assessed by a questionnaire from ""Entrevue Profil du Loisir, version 4.0"" (for patients with AD and caregivers)|Change in medication taken and support received (for patients with AD and caregivers)|Change in sociovocational integration assessed by Community Integration Questionnaire (CIQ) (for patients with AD only)|Change in general cognitive functioning assessed by The Montreal Cognitive Assessment (MoCA) (for patients with AD only)|Change in language and semantic memory assessed by Boston Naming Test (for patients with AD only)|Change in language and semantic memory assessed by verbal fluency test (for patients with AD only)|Change in episodic memory assessed by Rey Auditory Verbal Learning Test (RAVLT) (for patients with AD only)|Change in memory assessed by Famous Faces Test (for patients with AD only)|Change in memory assessed by Self-evaluation Questionnaire (QAM-A) (for patients with AD only)|Change in short-term memory assessed by digit span subtest from The Wechsler Memory Scale (WMS-III) (for patients with AD only)|Change in memory and visuocontructional praxis assessed by Rey-Osterrieth Complex Figure (for patients with AD only)|Change in executive functions assessed by Frontal Assessment Battery (FAB) (for patients with AD only)|Change in executive functions assessed by Trail Making Test A and B (for patients with AD only)|Change in executive functions assessed by Stroop-Victoria (for patients with AD only)|Change in visuoperceptive and visuospatial functions assessed by Clock drawings (for patients with AD only)",Dr Sébastien Grenier|Alzheimer Society of Canada|Université de Montréal|Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,All,"Child, Adult, Older Adult",Not Applicable,30,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,CRIUGM-006,Jan-17,Dec-19,Jun-20,3-Sep-18,null,3-Sep-18,"Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal, Montréal, Quebec, Canada",,https://ClinicalTrials.gov/show/NCT03656159
NCT03622814,Partners at Meals - Respite Care and Home (PAM),PAM,"Active, not recruiting",No Results Available,"Dementia, Alzheimer Type|Weight Loss",Behavioral: Partners at Meals|Behavioral: Enhanced Usual Condition,Weight maintenance,Medical University of South Carolina,null,"Child, Adult, Older Adult",Not Applicable,180,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care,Pro00064441,15-Aug-17,31-May-21,31-May-21,9-Aug-18,null,13-Aug-18,"Medical University of South Carolina, Charleston, South Carolina, United States",,https://ClinicalTrials.gov/show/NCT03622814
NCT03611439,Effects of an 8 Component Botanical Supplement on Mild and Moderate Alzheimer's Patients,,Completed,No Results Available,Alzheimer Disease|Alzheimer Dementia,Dietary Supplement: ReBuilder|Dietary Supplement: Placebo,Change From Baseline Mini Mental State Exam (MMSE) Scores|Change From Baseline Alzheimer's Disease Cooperative Study Activities of Daily Living (ADCS-ADL) Scores|Change From Baseline Clinical Dementia Rating Sum of Boxes (CDR-SB) Scores,Genescient Corporation,All,"Child, Adult, Older Adult",Not Applicable,50,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",Genescient,1-Oct-13,25-Dec-15,25-Dec-15,2-Aug-18,null,2-Aug-18,,,https://ClinicalTrials.gov/show/NCT03611439
NCT03554226,Agitation and Aggressivity in Alzheimer's Disease Patients: A Cohort Study,A3C,"Active, not recruiting",No Results Available,Alzheimer Disease,Behavioral: NeuroPsychiatric Inventory Clinician (NPI-C),Severity of A/A with NeuroPsychiatric Inventory Clinician (NPI-C)|The clinical relevance of the change observed by the clinician with Alzheimer's Disease Cooperative Study-Clinical Global Impression of Change (ADCS-CGIC)|Cohen-Mansfield Agitation Inventory|Quality of Life QoL-AD,"University Hospital, Toulouse|Ethypharm",All,"60 Years and older   (Adult, Older Adult)",Not Applicable,330,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RC31/14/7163|2014-A00673-44,1-Nov-14,31-Dec-18,31-Dec-18,13-Jun-18,null,13-Jun-18,"Toulouse University Hospital (CHU de Toulouse), Toulouse, France",,https://ClinicalTrials.gov/show/NCT03554226
NCT03549078,A Multidimensional Behavioral Intervention for Those at Risk for Alzheimer's Dementia,,Recruiting,No Results Available,Functional Aging|Subjective Cognitive Concerns|Compensation Strategies|Brain Health Activities,Behavioral: Intervention,Everyday Compensation Questionnaire|Everyday Cognition|Beck Depression Inventory|Beck Anxiety Inventory|List learning task|Executive function task|psychomotor speed task|GRIT,"University of California, Davis",All,65 Years and older   (Older Adult),Not Applicable,120,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,967764,1-Jan-17,31-Oct-19,31-Oct-19,7-Jun-18,null,7-Jun-18,"University of California Davis, Sacramento, California, United States",,https://ClinicalTrials.gov/show/NCT03549078
NCT03542656,Application of Amyloid PET in Cerebral Amyloid Angiopathy,CAA,Recruiting,No Results Available,Cerebral Amyloid Angiopathy|Intracranial Hemorrhages|Alzheimer Disease,Drug: amyloid PET,PET imaging,National Taiwan University Hospital,All,"20 Years and older   (Adult, Older Adult)",Phase 3,160,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,201404065MIND,11-Sep-14,17-Feb-16,Dec-19,31-May-18,null,31-May-18,"National Taiwan Univeristy Hospital, Taipei, Taiwan",,https://ClinicalTrials.gov/show/NCT03542656
NCT03507192,Effects of Muscle Relaxation on Cognitive Function in Patients With Mild Cognitive Impairment and Early Stage Dementia.,,Recruiting,No Results Available,Mild Cognitive Impairment|Alzheimer Dementia,Device: Muscle relaxation using full body massage machine,cortical thickiness in 3D MRI|functional connectivity in functional MRI,Samsung Medical Center,All,"50 Years to 85 Years   (Adult, Older Adult)",Not Applicable,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,2017-05-135,25-Sep-17,31-Dec-19,31-Dec-19,24-Apr-18,null,14-Mar-19,"Department of Neurology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT03507192
NCT03487380,Taxonomic and Functional Composition of the Intestinal Microbiome: a Predictor of Rapid Cognitive Decline in Patients With Alzheimer's Disease,MiDCR,Recruiting,No Results Available,Alzheimer Disease|Intestinal Microbiota,Procedure: Fecal sample collection,"analysis of the taxonomic and functional composition of the microbiome|to determine if there is a specific modification of the composition of the intestinal microbiota of patients with Alzheimer's disease, compared to control group.|create a prognostic score of DCR based on clinical data, including the responses to the MMSE, BREF and MNA questionnaires, and taking into account the microbiota analysis",Nantes University Hospital,All,70 Years to 90 Years   (Older Adult),Not Applicable,300,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RC17_0162|2017-A02246-47,4-Sep-17,Sep-20,Sep-20,4-Apr-18,null,1-May-19,"CHU de Angers, Angers, France|CHU de Nantes, Nantes, France",,https://ClinicalTrials.gov/show/NCT03487380
NCT03456349,Multi-centre Study of HTL0018318 in Patients as an add-on to Standard-of-care,,Completed,No Results Available,Alzheimer's Disease,Drug: HTL0018318|Drug: Placebo,"Treatment emergent adverse events (TEAEs), Safety and Tolerability",Heptares Therapeutics Limited|Allergan,All,"55 Years to 85 Years   (Adult, Older Adult)",Phase 1,60,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",HTL0018318-202|2017-000649-34,10-Nov-17,16-Jul-18,16-Jul-18,7-Mar-18,null,20-Jul-18,"Syneos, Prague, Czechia|Syneos, Warsaw, Poland|Syneos, Bratislava, Slovakia|Syneos, Barcelona, Spain",,https://ClinicalTrials.gov/show/NCT03456349
NCT03424200,Coaching for Cognition in Alzheimer's (COCOA),,Recruiting,No Results Available,Alzheimer Disease|Cognitive Impairment,Behavioral: Routine care|Other: Coaching plus routine care,Coaching for Cognitive Decline|Diagnosis of Alzheimer's Disease|Memory Performance Index|FAST Stage,Hoag Memorial Hospital Presbyterian|Institute for Systems Biology|Arivale,All,"50 Years and older   (Adult, Older Adult)",Not Applicable,200,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,COCOA,1-Nov-17,1-Nov-22,1-Nov-22,6-Feb-18,null,7-Feb-19,"Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States",,https://ClinicalTrials.gov/show/NCT03424200
NCT03422250,Non-invasive Stimulation of Brain Networks and Cognition in Alzheimer's Disease and Frontotemporal Dementia,NetCogBs,Completed,No Results Available,"Alzheimer Disease|Frontotemporal Dementia, Behavioral Variant",Device: transcranial direct current stimulation (tDCS),Change from baseline in clinical disease severity|Change from baseline in behavioral symptom severity|Change from baseline in functional connectivity|Change from baseline in perfusion|Change from baseline in cognition: memory|Change from baseline in cognition: language|Change from baseline in cognition: executive function|Change from baseline in cognition: visuospatial function|Change from baseline in cognition: emotion recognition|Change from baseline in structural connectivity,IRCCS Centro San Giovanni di Dio Fatebenefratelli,All,"50 Years to 85 Years   (Adult, Older Adult)",Not Applicable,66,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment",GR-2011-02349787,8-Jun-15,3-Nov-18,3-Nov-18,5-Feb-18,null,20-Nov-18,"IRCCS Centro San Giovanni di Dio Fatebenefratelli, Brescia, Italy",,https://ClinicalTrials.gov/show/NCT03422250
NCT03420807,Retinal Metabolic Imaging of Alzheimer Patient,,Recruiting,No Results Available,Alzheimer Disease,Device: MHRC,Retinal beta-amyloid detection,Optina Diagnostics Inc.|McGill University|Polytechnique Montreal|Sunnybrook Health Sciences Centre,All,"50 Years to 90 Years   (Adult, Older Adult)",Not Applicable,50,Industry|Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,71317,4-Dec-17,31-Jan-19,31-Mar-19,2-Feb-18,null,2-Feb-18,"Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada",,https://ClinicalTrials.gov/show/NCT03420807
NCT03417219,Mobile Tablet Education to Advance Caregiver Health,MTEACHing,Completed,No Results Available,Dementia,Behavioral: Education and Skill Building Rehabilitation-mobile (ESBR-m)|Behavioral: Usual Care (UC),Change from Baseline Zarit Burden Interview (ZBI) at 4 months|Change from Baseline Center for Epidemiological Studies-Depression (CES-D) at 4 months|Change from Baseline Perceived Stress Scale (PSS) at 4 months,VA Office of Research and Development,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,16,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,E1710-P|1I21RX001710,1-Jan-15,31-Dec-17,30-Jun-18,31-Jan-18,null,6-Jul-18,"VA Palo Alto Health Care System, Palo Alto, CA, Palo Alto, California, United States",,https://ClinicalTrials.gov/show/NCT03417219
NCT03417986,Clinical Trial to Explore the the Amyloid Beta Draining Effect of Thiethylperazine (TEP) in Subjects With Newly Diagnosed Early-to-mild Dementia Due to Alzheimer's Disease (AD) in Comparison to Healthy Volunteers,drainAD,"Active, not recruiting",No Results Available,Alzheimer Disease,Drug: TEP,Efflux of Amyloid beta peptides (Group mean changes from baseline)|Scores obtained in psychometric tests [Cognition]|Incidence of Treatment-Emergent Adverse Events [Safety and tolerability]|Cerebrospinal fluid (CSF) levels of Tau,Immungenetics AG,All,"55 Years to 75 Years   (Adult, Older Adult)",Phase 2,100,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IMU-AD-001,24-Nov-17,Jul-21,Jul-21,31-Jan-18,null,27-Feb-19,"Klinik für Psychiatrie und Psychotherapie Universitätsmedizin Göttingen, Göttingen, Germany|Zentralinstitut für seelische Gesundheit, Medizinische Fakultät Mannheim, Universität Heidelberg,, Mannheim, Germany",,https://ClinicalTrials.gov/show/NCT03417986
